"id","parcel_apn","sthsnum","ststname","stsuffix","stcity","ststate","stzip"
13754368,"121 20/010-000","439","HARTFORD","RD","SALEM","CT","06420"
13754480,"121 11/014-002","40","RATTLESNAKE LEDGE","RD","SALEM","CT","06420"
13750869,"121 11/014-003","30","RATTLESNAKE LEDGE","RD","SALEM","CT","06420"
13755016,"121 20/012-000","420","HARTFORD","RD","SALEM","CT","06420"
13751327,"121 20/013-000","416","HARTFORD","RD","SALEM","CT","06420"
13755014,"121 11/014-001","50","RATTLESNAKE LEDGE","RD","SALEM","CT","06420"
13755104,"121 20/032-000","23","RATTLESNAKE LEDGE","RD","SALEM","CT","06420"
13756262,"121 11/014-01A","23","COCKLE HILL","RD","SALEM","CT","06420"
13751194,"121 11/002-A00","428","HARTFORD","RD","SALEM","CT","06420"
13754605,"121 20/011-000","424","HARTFORD","RD","SALEM","CT","06420"
13751605,"121 20/022-000","33","RATTLESNAKE LEDGE","RD","SALEM","CT","06420"
13751366,"121 20/021-000","49","RATTLESNAKE LEDGE","RD","SALEM","CT","06420"
13755368,"121 11/010-A00","104","COCKLE HILL","RD","SALEM","CT","06420"
13755311,"121 11/010-000","110","COCKLE HILL","RD","SALEM","CT","06420"
13755588,"121 11/010-B00","70","COCKLE HILL","RD","SALEM","CT","06420"
13752334,"121 11/009-002","120","COCKLE HILL","RD","SALEM","CT","06420"
13755688,"121 11/009-004","130","COCKLE HILL","RD","SALEM","CT","06420"
13752486,"121 11/008-000","138","COCKLE HILL","RD","SALEM","CT","06420"
13755683,"121 11/009-003","126","COCKLE HILL","RD","SALEM","CT","06420"
13754397,"121 10/048-000","70","WITCH MEADOW","RD","SALEM","CT","06420"
13752427,"121 11/009-005","136","COCKLE HILL","RD","SALEM","CT","06420"
13755875,"121 11/019-A00","156","RATTLESNAKE LEDGE","RD","SALEM","CT","06420"
13752599,"121 11/020-A00","170","RATTLESNAKE LEDGE","RD","SALEM","CT","06420"
13752575,"121 11/019-000","160","RATTLESNAKE LEDGE","RD","SALEM","CT","06420"
13752635,"121 11/020-000","172","RATTLESNAKE LEDGE","RD","SALEM","CT","06420"
13753353,"121 20/020-000","59","RATTLESNAKE LEDGE","RD","SALEM","CT","06420"
13756512,"121 11/014-01B","39","COCKLE HILL","RD","SALEM","CT","06420"
13753401,"121 11/017-000","88","RATTLESNAKE LEDGE","RD","SALEM","CT","06420"
13756635,"121 20/017-000","103","RATTLESNAKE LEDGE","RD","SALEM","CT","06420"
13752668,"121 20/018-000","89","RATTLESNAKE LEDGE","RD","SALEM","CT","06420"
13753768,"121 11/013-A00","134","RATTLESNAKE LEDGE","RD","SALEM","CT","06420"
13753842,"121 11/018-000","150","RATTLESNAKE LEDGE","RD","SALEM","CT","06420"
13756893,"121 20/016-A00","119","RATTLESNAKE LEDGE","RD","SALEM","CT","06420"
13753731,"121 20/016-000","139","RATTLESNAKE LEDGE","RD","SALEM","CT","06420"
13756030,"121 11/016-000","28","COCKLE HILL","RD","SALEM","CT","06420"
13757630,"121 10/048-A02","54","WITCH MEADOW","RD","SALEM","CT","06420"
13754571,"121 10/048-A01","50","WITCH MEADOW","RD","SALEM","CT","06420"
13754791,"121 20/007-A00","37","WITCH MEADOW","RD","SALEM","CT","06420"
13754303,"121 10/049-000","57","WITCH MEADOW","RD","SALEM","CT","06420"
13758731,"121 20/014-000","4","RATTLESNAKE LEDGE","RD","SALEM","CT","06420"
13755274,"121 20/008-000","8","WITCH MEADOW","RD","SALEM","CT","06420"
13758295,"121 20/033-000","3","RATTLESNAKE LEDGE","RD","SALEM","CT","06420"
13758210,"121 20/007-B00","15","WITCH MEADOW","RD","SALEM","CT","06420"
13755285,"121 20/006-000","395","HARTFORD","RD","SALEM","CT","06420"
13758966,"121 20/005-000","381","HARTFORD","RD","SALEM","CT","06420"
13759036,"121 20/031-000","11","SALEM RIDGE","DR","SALEM","CT","06420"
13755416,"121 20/024-000","12","SALEM RIDGE","DR","SALEM","CT","06420"
13759227,"121 20/025-000","20","SALEM RIDGE","DR","SALEM","CT","06420"
13755540,"121 20/026-000","30","SALEM RIDGE","DR","SALEM","CT","06420"
13755666,"121 20/034-000","376","HARTFORD","RD","SALEM","CT","06420"
13755640,"121 20/029-000","27","SALEM RIDGE","DR","SALEM","CT","06420"
13759496,"121 20/028-000","33","SALEM RIDGE","DR","SALEM","CT","06420"
13759774,"121 20/027-000","39","SALEM RIDGE","DR","SALEM","CT","06420"
13755932,"121 20/T04-000","375","HARTFORD","RD","SALEM","CT","06420"
13756194,"121 20/036-000","4","SALEM RIDGE","DR","SALEM","CT","06420"
13760090,"121 20/004-B00","359","HARTFORD","RD","SALEM","CT","06420"
13760373,"121 20/035-000","360","HARTFORD","RD","SALEM","CT","06420"
13756059,"121 20/037-000","12","SALEM RIDGE","DR","SALEM","CT","06420"
13762343,"121 20/047-000","59","SALEM RIDGE","DR","SALEM","CT","06420"
13766277,"121 11/069-B02","96","ROUND HILL","RD","SALEM","CT","06420"
13760780,"121 20/003-000","351","HARTFORD","RD","SALEM","CT","06420"
13761050,"121 20/002-000","347","HARTFORD","RD","SALEM","CT","06420"
13756240,"121 20/001-000","343","HARTFORD","RD","SALEM","CT","06420"
13754301,"121 11/001-000","321","HARTFORD","RD","SALEM","CT","06420"
13756542,"121 08/007-A00","287","HARTFORD","RD","SALEM","CT","06420"
13756684,"121 20/045-000","66","SALEM RIDGE","DR","SALEM","CT","06420"
13756754,"121 20/038-000","20","SALEM RIDGE","DR","SALEM","CT","06420"
13756873,"121 20/039-000","26","SALEM RIDGE","DR","SALEM","CT","06420"
13761294,"121 20/041-000","40","SALEM RIDGE","DR","SALEM","CT","06420"
13761538,"121 20/042-000","46","SALEM RIDGE","DR","SALEM","CT","06420"
13756960,"121 20/049-000","45","SALEM RIDGE","DR","SALEM","CT","06420"
13756996,"121 20/053-000","19","SALEM RIDGE","DR","SALEM","CT","06420"
13757038,"121 20/052-000","25","SALEM RIDGE","DR","SALEM","CT","06420"
13757084,"121 20/050-000","39","SALEM RIDGE","DR","SALEM","CT","06420"
13761861,"121 20/043-000","52","SALEM RIDGE","DR","SALEM","CT","06420"
13757532,"121 20/046-000","65","SALEM RIDGE","DR","SALEM","CT","06420"
13758917,"121 20/060-000","72","ROUND HILL","RD","SALEM","CT","06420"
13764513,"121 20/062-000","88","ROUND HILL","RD","SALEM","CT","06420"
13757249,"121 20/044-000","60","SALEM RIDGE","DR","SALEM","CT","06420"
13757433,"121 20/048-000","51","SALEM RIDGE","DR","SALEM","CT","06420"
13757654,"121 11/069-B03","104","ROUND HILL","RD","SALEM","CT","06420"
13757871,"121 20/056-000","320","HARTFORD","RD","SALEM","CT","06420"
13757893,"121 20/057-010","300","HARTFORD","RD","SALEM","CT","06420"
13763273,"121 20/057-004","46","ROUND HILL","RD","SALEM","CT","06420"
13757854,"121 20/057-008","20","ROUND HILL","RD","SALEM","CT","06420"
13763337,"121 20/057-003","36","ROUND HILL","RD","SALEM","CT","06420"
13758113,"121 20/057-005","42","ROUND HILL","RD","SALEM","CT","06420"
13758168,"121 20/057-009","294","HARTFORD","RD","SALEM","CT","06420"
13758132,"121 20/057-A00","4","ROUND HILL","RD","SALEM","CT","06420"
13763405,"121 08/007-002","283","HARTFORD","RD","SALEM","CT","06420"
13763879,"121 19/016-000","269","HARTFORD","RD","SALEM","CT","06420"
13764237,"121 20/057-002","28","ROUND HILL","RD","SALEM","CT","06420"
13759900,"121 11/025-007","300","RATTLESNAKE LEDGE","RD","SALEM","CT","06420"
13760015,"121 11/25A-007","250","RATTLESNAKE LEDGE","RD","SALEM","CT","06420"
13758553,"121 20/T59-000","60","ROUND HILL","RD","SALEM","CT","06420"
13758648,"121 20/057-006","48","ROUND HILL","RD","SALEM","CT","06420"
13764329,"121 20/058-000","58","ROUND HILL","RD","SALEM","CT","06420"
13764582,"121 20/061-000","82","ROUND HILL","RD","SALEM","CT","06420"
13761137,"121 20/063-000","264","HARTFORD","RD","SALEM","CT","06420"
13764830,"121 11/25A-005","210","RATTLESNAKE LEDGE","RD","SALEM","CT","06420"
13759653,"121 11/25A-006","240","RATTLESNAKE LEDGE","RD","SALEM","CT","06420"
13760187,"121 11/051-A00","295","RATTLESNAKE LEDGE","RD","SALEM","CT","06420"
13765226,"121 11/025-005","308","RATTLESNAKE LEDGE","RD","SALEM","CT","06420"
13760263,"121 11/029-001","301","RATTLESNAKE LEDGE","RD","SALEM","CT","06420"
13760237,"121 11/051-B00","297","RATTLESNAKE LEDGE","RD","SALEM","CT","06420"
13760625,"121 11/029-002","309","RATTLESNAKE LEDGE","RD","SALEM","CT","06420"
13761755,"121 11/051-003","382","ROUND HILL","RD","SALEM","CT","06420"
13761223,"121 11/053-009","332","ROUND HILL","RD","SALEM","CT","06420"
13761151,"121 11/053-008","330","ROUND HILL","RD","SALEM","CT","06420"
13762108,"121 11/051-002","370","ROUND HILL","RD","SALEM","CT","06420"
13765279,"121 11/024-000","209","RATTLESNAKE LEDGE","RD","SALEM","CT","06420"
13765589,"121 11/053-010","346","ROUND HILL","RD","SALEM","CT","06420"
13761417,"121 11/053-007","322","ROUND HILL","RD","SALEM","CT","06420"
13765637,"121 11/053-006","320","ROUND HILL","RD","SALEM","CT","06420"
13761987,"121 11/029-007","400","ROUND HILL","RD","SALEM","CT","06420"
13765789,"121 11/051-004","390","ROUND HILL","RD","SALEM","CT","06420"
13766063,"121 11/052-01A","385","ROUND HILL","RD","SALEM","CT","06420"
13759822,"121 11/053-011","348","ROUND HILL","RD","SALEM","CT","06420"
13761026,"121 11/023-000","189","RATTLESNAKE LEDGE","RD","SALEM","CT","06420"
13762181,"121 11/052-02A","379","ROUND HILL","RD","SALEM","CT","06420"
13763928,"121 12/028-000","401","OLD COLCHESTER","RD","SALEM","CT","06420"
13766978,"121 11/055-000","310","ROUND HILL","RD","SALEM","CT","06420"
13764708,"121 11/057-000","280","ROUND HILL","RD","SALEM","CT","06420"
13765756,"121 11/052-03A","373","ROUND HILL","RD","SALEM","CT","06420"
13762373,"121 11/051-001","380","ROUND HILL","RD","SALEM","CT","06420"
13762608,"121 11/053-001","362","ROUND HILL","RD","SALEM","CT","06420"
13769204,"121 11/052-B00","361","ROUND HILL","RD","SALEM","CT","06420"
13763184,"121 11/052-A01","355","ROUND HILL","RD","SALEM","CT","06420"
13763321,"121 11/053-002","352","ROUND HILL","RD","SALEM","CT","06420"
13766313,"121 11/053-003","342","ROUND HILL","RD","SALEM","CT","06420"
13766360,"121 11/052-A02","349","ROUND HILL","RD","SALEM","CT","06420"
13766477,"121 11/052-A03","343","ROUND HILL","RD","SALEM","CT","06420"
13763782,"121 11/052-05A","371","ROUND HILL","RD","SALEM","CT","06420"
13763607,"121 11/052-A05","359","ROUND HILL","RD","SALEM","CT","06420"
13761467,"121 12/025-000","365","OLD COLCHESTER","RD","SALEM","CT","06420"
13764259,"121 11/053-004","334","ROUND HILL","RD","SALEM","CT","06420"
13766560,"121 11/053-005","326","ROUND HILL","RD","SALEM","CT","06420"
13764034,"121 11/052-AB0","325","ROUND HILL","RD","SALEM","CT","06420"
13766510,"121 12/026-A00","400","OLD COLCHESTER","RD","SALEM","CT","06420"
13764014,"121 12/027-000","397","OLD COLCHESTER","RD","SALEM","CT","06420"
13767369,"121 11/063-000","190","ROUND HILL","RD","SALEM","CT","06420"
13765205,"121 11/063-001","180","ROUND HILL","RD","SALEM","CT","06420"
13765037,"121 11/068-000","146","ROUND HILL","RD","SALEM","CT","06420"
13767322,"121 11/T69-000","130","ROUND HILL","RD","SALEM","CT","06420"
13767395,"121 11/064-000","176","ROUND HILL","RD","SALEM","CT","06420"
13767861,"121 11/065-000","170","ROUND HILL","RD","SALEM","CT","06420"
13768250,"121 11/067-000","129","ROUND HILL","RD","SALEM","CT","06420"
13768430,"121 11/061-000","220","ROUND HILL","RD","SALEM","CT","06420"
13768542,"121 11/062-000","169","ROUND HILL","RD","SALEM","CT","06420"
13759100,"121 11/060-000","215","ROUND HILL","RD","SALEM","CT","06420"
13769122,"121 19/012-009","100","MORGAN","RD","SALEM","CT","06420"
13769168,"121 19/014-A00","70","MORGAN","RD","SALEM","CT","06420"
13766153,"121 19/014-001","60","MORGAN","RD","SALEM","CT","06420"
13771217,"121 09/060-004","224","NORWICH","RD","SALEM","CT","06420"
13765536,"121 09/060-003","248","NORWICH","RD","SALEM","CT","06420"
13765559,"121 09/060-001","250","NORWICH","RD","SALEM","CT","06420"
13768740,"121 08/007-000","259","HARTFORD","RD","SALEM","CT","06420"
13765768,"121 19/012-001","116","MORGAN","RD","SALEM","CT","06420"
13765812,"121 19/012-000","108","MORGAN","RD","SALEM","CT","06420"
13766833,"121 19/003-000","207","HARTFORD","RD","SALEM","CT","06420"
13772124,"121 19/010-000","99","MORGAN","RD","SALEM","CT","06420"
13766444,"121 19/015-000","249","HARTFORD","RD","SALEM","CT","06420"
13769326,"121 19/018-000","260","HARTFORD","RD","SALEM","CT","06420"
13769764,"121 19/019-000","250","HARTFORD","RD","SALEM","CT","06420"
13769816,"121 19/021-000","244","HARTFORD","RD","SALEM","CT","06420"
13770238,"121 19/014-004","225","HARTFORD","RD","SALEM","CT","06420"
13766621,"121 19/023-000","222","HARTFORD","RD","SALEM","CT","06420"
13770910,"121 19/006-000","71","PRATT","RD","SALEM","CT","06420"
13770597,"121 19/025-000","210","HARTFORD","RD","SALEM","CT","06420"
13770824,"121 19/014-002","50","MORGAN","RD","SALEM","CT","06420"
13770685,"121 19/014-003","40","MORGAN","RD","SALEM","CT","06420"
13767343,"121 19/014-005","30","MORGAN","RD","SALEM","CT","06420"
13770754,"121 19/007-000","19","MORGAN","RD","SALEM","CT","06420"
13767454,"121 19/001-000","1","MORGAN","RD","SALEM","CT","06420"
13771089,"121 19/030-A00","10","MUSIC VALE","RD","SALEM","CT","06420"
13768336,"121 19/028-000","184","HARTFORD","RD","SALEM","CT","06420"
13769222,"121 19/030-000","40","MUSIC VALE","RD","SALEM","CT","06420"
13768361,"121 19/030-001","30","MUSIC VALE","RD","SALEM","CT","06420"
13771129,"121 19/033-000","9","MUSIC VALE","RD","SALEM","CT","06420"
13768501,"121 19/032-000","19","MUSIC VALE","RD","SALEM","CT","06420"
13768511,"121 19/029-000","36","MUSIC VALE","RD","SALEM","CT","06420"
13771599,"121 07/023-000","120","MORGAN","RD","SALEM","CT","06420"
13771460,"121 08/005-000","149","HARTFORD","RD","SALEM","CT","06420"
13769435,"121 08/008-002","104","HARTFORD","RD","SALEM","CT","06420"
13771621,"121 08/004-000","127","HARTFORD","RD","SALEM","CT","06420"
13768859,"121 07/025-000","119","HARTFORD","RD","SALEM","CT","06420"
13768762,"121 07/024-000","123","HARTFORD","RD","SALEM","CT","06420"
13768575,"121 08/003-000","119","HAGEN","RD","SALEM","CT","06420"
13771715,"121 19/031-A00","27","MUSIC VALE","RD","SALEM","CT","06420"
13769160,"121 19/034-000","126","HARTFORD","RD","SALEM","CT","06420"
13772220,"121 19/031-000","35","MUSIC VALE","RD","SALEM","CT","06420"
13774644,"121 08/008-9A5","65","MUSIC VALE","RD","SALEM","CT","06420"
13774609,"121 08/008-01A","112","HARTFORD","RD","SALEM","CT","06420"
13769592,"121 18/004-006","108","HAGEN","RD","SALEM","CT","06420"
13772315,"121 08/008-003","90","HARTFORD","RD","SALEM","CT","06420"
13770020,"121 18/004-005","102","HAGEN","RD","SALEM","CT","06420"
13772459,"121 18/004-004","94","HAGEN","RD","SALEM","CT","06420"
13770104,"121 18/004-003","86","HAGEN","RD","SALEM","CT","06420"
13770147,"121 18/005-000","76","HAGEN","RD","SALEM","CT","06420"
13770167,"121 18/004-002","59","HARTFORD","RD","SALEM","CT","06420"
13772495,"121 18/006-000","70","HAGEN","RD","SALEM","CT","06420"
13770396,"121 18/004-001","47","HARTFORD","RD","SALEM","CT","06420"
13772757,"121 19/030-002","62","MUSIC VALE","RD","SALEM","CT","06420"
13770712,"121 08/010-A00","104","MUSIC VALE","RD","SALEM","CT","06420"
13770725,"121 08/011-000","120","MUSIC VALE","RD","SALEM","CT","06420"
13773296,"121 08/012-000","130","MUSIC VALE","RD","SALEM","CT","06420"
13770873,"121 08/013-000","136","MUSIC VALE","RD","SALEM","CT","06420"
13771023,"121 08/014-A00","156","MUSIC VALE","RD","SALEM","CT","06420"
13773549,"121 08/018-002","190","MUSIC VALE","RD","SALEM","CT","06420"
13771044,"121 08/014-000","166","MUSIC VALE","RD","SALEM","CT","06420"
13771056,"121 08/015-000","174","MUSIC VALE","RD","SALEM","CT","06420"
13771308,"121 08/018-003","236","MUSIC VALE","RD","SALEM","CT","06420"
13774583,"121 08/008-9A4","75","MUSIC VALE","RD","SALEM","CT","06420"
13773164,"121 08/010-000","110","MUSIC VALE","RD","SALEM","CT","06420"
13665602,"121 08/008-B00","163","MUSIC VALE","RD","SALEM","CT","06420"
13772657,"121 08/021-000","24","FORSYTH","RD","SALEM","CT","06420"
13699754,"121 26/037-000","20","OAKRIDGE","RD","SALEM","CT","06420"
13694554,"121 24/023-000","69","BECKWITH HILL","DR","SALEM","CT","06420"
13695451,"121 24/009-000","45","FAWN","RUN","SALEM","CT","06420"
13700675,"121 24/011-000","21","FAWN","RUN","SALEM","CT","06420"
13697623,"121 02/013-000","373","OLD NEW LONDON","RD","SALEM","CT","06420"
13697093,"121 24/004-000","32","FAWN","RUN","SALEM","CT","06420"
13701691,"121 02/015-000","389R","OLD NEW LONDON","RD","SALEM","CT","06420"
13701963,"075 8/33","18","DAY HILL","RD","LYME","CT","06371"
13703402,"075 8/54","6","TOWN","ST","LYME","CT","06371"
13700207,"075 8/50","5","FERRY","RD","LYME","CT","06371"
13700599,"075 8/76","58","FERRY","RD","LYME","CT","06371"
13707667,"075 8/74","52","FERRY","RD","LYME","CT","06371"
13705617,"075 8/47","13","FERRY","RD","LYME","CT","06371"
13702952,"075 8/71","40","FERRY","RD","LYME","CT","06371"
13706625,"075 7/25","433","JOSHUATOWN","RD","LYME","CT","06371"
13703470,"075 7/28-2","401","JOSHUATOWN","RD","LYME","CT","06371"
359094631,"081 4-08/427","1579","STRAITS","TPKE","MIDDLEBURY","CT","06762"
348248490,"081 4-08/427","1579","STRAITS","TPKE","MIDDLEBURY","CT","06762"
230651377,"081 4-08/427","1579","STRAITS","TPKE","MIDDLEBURY","CT","06762"
221137412,"081 4-08/427","1579","STRAITS","TPKE","MIDDLEBURY","CT","06762"
207769660,"081 4-08/427","1579","STRAITS","TPKE","MIDDLEBURY","CT","06762"
108444886,"081 4-08/427","1579","STRAITS","TPKE","MIDDLEBURY","CT","06762"
13909497,"059 260911557487","715","NOANK LEDYARD","RD","MYSTIC","CT","06355"
104684052,"081 4-08/427","1579","STRAITS","TPKE","MIDDLEBURY","CT","06762"
6371473,"081 4-08/427","1579","STRAITS","TPKE","MIDDLEBURY","CT","06762"
101823205,"081 4-08/427","1579","STRAITS","TPKE","MIDDLEBURY","CT","06762"
220472682,"081 4-06/473","35","NUTMEG","RD","MIDDLEBURY","CT","06762"
207109101,"081 4-06/473","35","NUTMEG","RD","MIDDLEBURY","CT","06762"
108336350,"081 4-06/473","35","NUTMEG","RD","MIDDLEBURY","CT","06762"
104584245,"081 4-06/473","35","NUTMEG","RD","MIDDLEBURY","CT","06762"
6158444,"081 4-06/473","35","NUTMEG","RD","MIDDLEBURY","CT","06762"
101733992,"081 4-06/473","35","NUTMEG","RD","MIDDLEBURY","CT","06762"
358264902,"081 4-06/473","35","NUTMEG","RD","MIDDLEBURY","CT","06762"
357182177,"081 4-06/473","35","NUTMEG","RD","MIDDLEBURY","CT","06762"
230069442,"081 4-06/473","35","NUTMEG","RD","MIDDLEBURY","CT","06762"
347491746,"081 4-06/473","35","NUTMEG","RD","MIDDLEBURY","CT","06762"
13714328,"075 12/91","33B","NORWICH SALEM","RD","LYME","CT","06371"
13709437,"075 12/55","14","BRUSH HILL","RD","LYME","CT","06371"
13709483,"075 12/58","36","BRUSH HILL","RD","LYME","CT","06371"
13705556,"075 12/5","35","BRUSH HILL","RD","LYME","CT","06371"
13709524,"075 12/60","48","BRUSH HILL","RD","LYME","CT","06371"
13709598,"075 12/63","58","BRUSH HILL","RD","LYME","CT","06371"
13709621,"075 12/64","60","BRUSH HILL","RD","LYME","CT","06371"
13706315,"075 12/23","25","HONEY HILL","RD","LYME","CT","06371"
13710809,"075 12/21","20","HONEY HILL","RD","LYME","CT","06371"
13710910,"075 12/24","19","HONEY HILL","RD","LYME","CT","06371"
13711004,"075 12/20","16","HONEY HILL","RD","LYME","CT","06371"
13706672,"075 12/19","12","HONEY HILL","RD","LYME","CT","06371"
13706683,"075 12/25","17","HONEY HILL","RD","LYME","CT","06371"
13706799,"075 12/26","13","HONEY HILL","RD","LYME","CT","06371"
13707013,"075 12/18","4","HONEY HILL","RD","LYME","CT","06371"
13707039,"075 12/28","3","HONEY HILL","RD","LYME","CT","06371"
13711299,"075 12/27","9","HONEY HILL","RD","LYME","CT","06371"
13707495,"075 12/35","14","CLARK","RD","LYME","CT","06371"
13712945,"075 12/70","106","BRUSH HILL","RD","LYME","CT","06371"
13714276,"075 12/84","79","BRUSH HILL","RD","LYME","CT","06371"
13709383,"075 12/44","59","NORWICH SALEM","RD","LYME","CT","06371"
13709315,"075 12/43","65","NORWICH SALEM","RD","LYME","CT","06371"
13714433,"075 12/39","75","NORWICH SALEM","RD","LYME","CT","06371"
13717178,"075 12/68","98","BRUSH HILL","RD","LYME","CT","06371"
13717092,"075 12/69","104","BRUSH HILL","RD","LYME","CT","06371"
13714673,"075 12/3","51","BRUSH HILL","RD","LYME","CT","06371"
13710109,"075 12/1","73","BRUSH HILL","RD","LYME","CT","06371"
13710085,"075 11/21","160","MITCHELL HILL","RD","LYME","CT","06371"
13710046,"075 11/20","154","MITCHELL HILL","RD","LYME","CT","06371"
13715087,"075 11/19-1","150","MITCHELL HILL","RD","LYME","CT","06371"
13716718,"075 11/17","136","MITCHELL HILL","RD","LYME","CT","06371"
13716805,"075 11/17D","29","JOSIE PERKINS","LN","LYME","CT","06371"
13716432,"075 11/17E","30","JOSIE PERKINS","LN","LYME","CT","06371"
13712777,"075 12/66","88","BRUSH HILL","RD","LYME","CT","06371"
13712817,"075 12/65","90","BRUSH HILL","RD","LYME","CT","06371"
13712918,"075 12/67","94","BRUSH HILL","RD","LYME","CT","06371"
13717359,"075 12/86","157","MITCHELL HILL","RD","LYME","CT","06371"
13720811,"075 12/82","89","BRUSH HILL","RD","LYME","CT","06371"
13716849,"075 12/77","131","BRUSH HILL","RD","LYME","CT","06371"
13720845,"075 12/83","85","BRUSH HILL","RD","LYME","CT","06371"
13717347,"075 11/22","153","MITCHELL HILL","RD","LYME","CT","06371"
13714385,"075 12/81","95","BRUSH HILL","RD","LYME","CT","06371"
13717669,"075 12/71","108","BRUSH HILL","RD","LYME","CT","06371"
13714500,"075 12/74","120","BRUSH HILL","RD","LYME","CT","06371"
13717530,"075 12/80","123","BRUSH HILL","RD","LYME","CT","06371"
13717740,"075 11/23","151","MITCHELL HILL","RD","LYME","CT","06371"
13717819,"075 11/24","149","MITCHELL HILL","RD","LYME","CT","06371"
13718027,"075 11/26","131","MITCHELL HILL","RD","LYME","CT","06371"
13718355,"075 11/18","131","MITCHELL HILL","RD","LYME","CT","06371"
13717722,"075 11/29","93","MITCHELL HILL","RD","LYME","CT","06371"
13715189,"075 12/79","127","BRUSH HILL","RD","LYME","CT","06371"
13718647,"075 12/78","127","BRUSH HILL","RD","LYME","CT","06371"
13717024,"075 22/18","26","MEADOWLARK","RD","LYME","CT","06371"
13715616,"075 22/12","180","NORWICH SALEM","RD","LYME","CT","06371"
13716376,"075 22/15","200","NORWICH SALEM","RD","LYME","CT","06371"
13716245,"075 22/27","11","BIRCH HILL","RD","LYME","CT","06371"
13717014,"075 22/21","8","MEADOWLARK","RD","LYME","CT","06371"
13719835,"075 22/20","16","MEADOWLARK","RD","LYME","CT","06371"
13720096,"075 22/22","16","BIRCH HILL","RD","LYME","CT","06371"
13717058,"075 22/19","22","MEADOWLARK","RD","LYME","CT","06371"
13716753,"075 22/24","23","MEADOWLARK","RD","LYME","CT","06371"
13719472,"075 22/25","31","BIRCH HILL","RD","LYME","CT","06371"
13721504,"075 21/6","138","BRUSH HILL","RD","LYME","CT","06371"
13718518,"075 21/7","144","BRUSH HILL","RD","LYME","CT","06371"
13721579,"075 12/75","134","BRUSH HILL","RD","LYME","CT","06371"
13720471,"075 31/3","622","HAMBURG","RD","LYME","CT","06371"
13717504,"075 31/8A","607","HAMBURG","RD","LYME","CT","06371"
13720362,"075 31/11","630","HAMBURG","RD","LYME","CT","06371"
13720415,"075 31/1","576","HAMBURG","RD","LYME","CT","06371"
13721261,"075 22/1","138","NORWICH SALEM","RD","LYME","CT","06371"
13718821,"075 21/8","150","BRUSH HILL","RD","LYME","CT","06371"
13719185,"075 21/13","166","BRUSH HILL","RD","LYME","CT","06371"
13722873,"075 30/1","492","HAMBURG","RD","LYME","CT","06371"
13721732,"075 20/8","172","BRUSH HILL","RD","LYME","CT","06371"
13719505,"075 20/6","151","BRUSH HILL","RD","LYME","CT","06371"
13719704,"075 20/10","200","BRUSH HILL","RD","LYME","CT","06371"
13719756,"075 20/4","132","TANTUMORANTUM","RD","LYME","CT","06371"
13722713,"075 38/4","519","HAMBURG","RD","LYME","CT","06371"
13723055,"075 29/44","460","HAMBURG","RD","LYME","CT","06371"
13723131,"075 29/16","478","HAMBURG","RD","LYME","CT","06371"
13723201,"075 29/15","1","MACINTOSH","RD","LYME","CT","06371"
13724613,"075 29/46","470","HAMBURG","RD","LYME","CT","06371"
13724543,"075 29/26","469","HAMBURG","RD","LYME","CT","06371"
13726506,"075 29/25","3","BEAVER BROOK","RD","LYME","CT","06371"
13726213,"075 29/24","7","BEAVER BROOK","RD","LYME","CT","06371"
13734062,"075 10/22","332","JOSHUATOWN","RD","LYME","CT","06371"
13734076,"075 11/12","317","JOSHUATOWN","RD","LYME","CT","06371"
13722923,"075 29/14","43","MACINTOSH","RD","LYME","CT","06371"
13735846,"075 10/51","58","TANTUMORANTUM","RD","LYME","CT","06371"
13734109,"075 10/24","313","JOSHUATOWN","RD","LYME","CT","06371"
13737339,"075 10/21","320","JOSHUATOWN","RD","LYME","CT","06371"
13737410,"075 10/25","307","JOSHUATOWN","RD","LYME","CT","06371"
13733093,"075 10/26","303","JOSHUATOWN","RD","LYME","CT","06371"
13733286,"075 11/17A","6","JOSIE PERKINS","LN","LYME","CT","06371"
13733243,"075 11/17C","16","JOSIE PERKINS","LN","LYME","CT","06371"
13733190,"075 11/28","111","MITCHELL HILL","RD","LYME","CT","06371"
13733215,"075 11/15","100","MITCHELL HILL","RD","LYME","CT","06371"
13733653,"075 11/14","86","MITCHELL HILL","RD","LYME","CT","06371"
358497165,"081 4-08/109","390","MIDDLEBURY","RD","MIDDLEBURY","CT","06762"
357471697,"081 4-08/109","390","MIDDLEBURY","RD","MIDDLEBURY","CT","06762"
230236164,"081 4-08/109","390","MIDDLEBURY","RD","MIDDLEBURY","CT","06762"
347740794,"081 4-08/109","390","MIDDLEBURY","RD","MIDDLEBURY","CT","06762"
220689985,"081 4-08/109","390","MIDDLEBURY","RD","MIDDLEBURY","CT","06762"
207328490,"081 4-08/109","390","MIDDLEBURY","RD","MIDDLEBURY","CT","06762"
108372027,"081 4-08/109","390","MIDDLEBURY","RD","MIDDLEBURY","CT","06762"
104617106,"081 4-08/109","390","MIDDLEBURY","RD","MIDDLEBURY","CT","06762"
6201437,"081 4-08/109","390","MIDDLEBURY","RD","MIDDLEBURY","CT","06762"
101763512,"081 4-08/109","390","MIDDLEBURY","RD","MIDDLEBURY","CT","06762"
13734134,"075 11/13","64","MITCHELL HILL","RD","LYME","CT","06371"
